video_id 	video_url 	text 	start 	duration 
IwHjl9iGgiQ	https://www.youtube.com/watch?v=IwHjl9iGgiQ	PIORAY	5.538	10.711
IwHjl9iGgiQ	https://www.youtube.com/watch?v=IwHjl9iGgiQ	THOR ED AIS GO ITI.	15.081	3.203
IwHjl9iGgiQ	https://www.youtube.com/watch?v=IwHjl9iGgiQ	>>LANODA	17.083	5.706
IwHjl9iGgiQ	https://www.youtube.com/watch?v=IwHjl9iGgiQ	PE.MINTH  AAL D	20.186	15.716
IwHjl9iGgiQ	https://www.youtube.com/watch?v=IwHjl9iGgiQ	GHNTWO S MA   INUSOW,	31.364	4.905
IwHjl9iGgiQ	https://www.youtube.com/watch?v=IwHjl9iGgiQ	.	36.136	0.767
IwHjl9iGgiQ	https://www.youtube.com/watch?v=IwHjl9iGgiQ	ANU BE.	36.469	2.436
IwHjl9iGgiQ	https://www.youtube.com/watch?v=IwHjl9iGgiQ	PO Y.TONAY	38.571	18.085
IwHjl9iGgiQ	https://www.youtube.com/watch?v=IwHjl9iGgiQ	AN EG 02 NOYITCH	53.853	5.706
IwHjl9iGgiQ	https://www.youtube.com/watch?v=IwHjl9iGgiQ	21IC R	58.758	3.537
IwHjl9iGgiQ	https://www.youtube.com/watch?v=IwHjl9iGgiQ	EDOIE  T	61.227	6.707
IwHjl9iGgiQ	https://www.youtube.com/watch?v=IwHjl9iGgiQ	U MAT ITOF	67.7	10.144
IwHjl9iGgiQ	https://www.youtube.com/watch?v=IwHjl9iGgiQ	>>ES T AW O	75.241	4.338
IwHjl9iGgiQ	https://www.youtube.com/watch?v=IwHjl9iGgiQ	HEE	78.878	12.98
IwHjl9iGgiQ	https://www.youtube.com/watch?v=IwHjl9iGgiQ	EST NG B PS,FO	90.89	13.08
IwHjl9iGgiQ	https://www.youtube.com/watch?v=IwHjl9iGgiQ	E ETS  M, EV	102.168	2.169
IwHjl9iGgiQ	https://www.youtube.com/watch?v=IwHjl9iGgiQ	.	104.204	7.407
IwHjl9iGgiQ	https://www.youtube.com/watch?v=IwHjl9iGgiQ	14 AT OF ALO	109.642	8.075
IwHjl9iGgiQ	https://www.youtube.com/watch?v=IwHjl9iGgiQ	UMUR V.	116.816	3.704
IwHjl9iGgiQ	https://www.youtube.com/watch?v=IwHjl9iGgiQ	ALE G  W	119.185	2.536
IwHjl9iGgiQ	https://www.youtube.com/watch?v=IwHjl9iGgiQ	SS A H	120.82	6.173
IwHjl9iGgiQ	https://www.youtube.com/watch?v=IwHjl9iGgiQ	RIGLOURO WETAAR V	123.923	10.077
IwHjl9iGgiQ	https://www.youtube.com/watch?v=IwHjl9iGgiQ	N W .7T	132.565	3.437
IwHjl9iGgiQ	https://www.youtube.com/watch?v=IwHjl9iGgiQ	I LA TTI	134.834	17.718
IwHjl9iGgiQ	https://www.youtube.com/watch?v=IwHjl9iGgiQ	GEN W IEVEM ONINVECTTH	151.684	3.704
IwHjl9iGgiQ	https://www.youtube.com/watch?v=IwHjl9iGgiQ	'S L	153.486	7.541
IwHjl9iGgiQ	https://www.youtube.com/watch?v=IwHjl9iGgiQ	LO IOFESTE' ET	156.856	5.172
IwHjl9iGgiQ	https://www.youtube.com/watch?v=IwHjl9iGgiQ	NSN	161.594	2.336
IwHjl9iGgiQ	https://www.youtube.com/watch?v=IwHjl9iGgiQ	>>IO	163.796	6.24
IwHjl9iGgiQ	https://www.youtube.com/watch?v=IwHjl9iGgiQ	EsEAGSEN	168.501	11.178
IwHjl9iGgiQ	https://www.youtube.com/watch?v=IwHjl9iGgiQ	S MAME'STU	179.245	2.069
IwHjl9iGgiQ	https://www.youtube.com/watch?v=IwHjl9iGgiQ	NGSH	180.613	10.344
IwHjl9iGgiQ	https://www.youtube.com/watch?v=IwHjl9iGgiQ	LEICTI--  TO  MINUT	188.354	2.97
IwHjl9iGgiQ	https://www.youtube.com/watch?v=IwHjl9iGgiQ	E'ME C W	196.996	11.078
IwHjl9iGgiQ	https://www.youtube.com/watch?v=IwHjl9iGgiQ	NTY PEE  M E	202.268	8.542
IwHjl9iGgiQ	https://www.youtube.com/watch?v=IwHjl9iGgiQ	ENEV RS,	209.909	2.169
IwHjl9iGgiQ	https://www.youtube.com/watch?v=IwHjl9iGgiQ	RIGOADY.	211.01	10.611
IwHjl9iGgiQ	https://www.youtube.com/watch?v=IwHjl9iGgiQ	LK SO AOPAT	220.553	2.903
IwHjl9iGgiQ	https://www.youtube.com/watch?v=IwHjl9iGgiQ	M IE	222.288	16.45
IwHjl9iGgiQ	https://www.youtube.com/watch?v=IwHjl9iGgiQ	MB O  TOY 00HI	234.033	24.825
IwHjl9iGgiQ	https://www.youtube.com/watch?v=IwHjl9iGgiQ	NOTOTHE U'TOOWTW	257.557	16.85
IwHjl9iGgiQ	https://www.youtube.com/watch?v=IwHjl9iGgiQ	SA, AROUE GHH	270.803	7.608
IwHjl9iGgiQ	https://www.youtube.com/watch?v=IwHjl9iGgiQ	ORS T  T	277.61	4.905
IwHjl9iGgiQ	https://www.youtube.com/watch?v=IwHjl9iGgiQ	STDSERCOET	280.346	6.54
IwHjl9iGgiQ	https://www.youtube.com/watch?v=IwHjl9iGgiQ	.  TSIYOTO SL	285.985	3.437
IwHjl9iGgiQ	https://www.youtube.com/watch?v=IwHjl9iGgiQ	MA  HA	287.82	6.707
IwHjl9iGgiQ	https://www.youtube.com/watch?v=IwHjl9iGgiQ	MIN IX	293.092	5.439
IwHjl9iGgiQ	https://www.youtube.com/watch?v=IwHjl9iGgiQ	ATAMD RI	295.995	5.539
IwHjl9iGgiQ	https://www.youtube.com/watch?v=IwHjl9iGgiQ	WOD PRHE I	300.466	2.603
IwHjl9iGgiQ	https://www.youtube.com/watch?v=IwHjl9iGgiQ	CEN,THIGLA	301.734	23.357
IwHjl9iGgiQ	https://www.youtube.com/watch?v=IwHjl9iGgiQ	HC  WUP SLI.BATOO	323.856	20.888
IwHjl9iGgiQ	https://www.youtube.com/watch?v=IwHjl9iGgiQ	BATSE CRLES,	344.043	17.918
IwHjl9iGgiQ	https://www.youtube.com/watch?v=IwHjl9iGgiQ	UI ACALNGER LA	361.828	7.674
IwHjl9iGgiQ	https://www.youtube.com/watch?v=IwHjl9iGgiQ	% XTS 0,0%	369.068	9.443
IwHjl9iGgiQ	https://www.youtube.com/watch?v=IwHjl9iGgiQ	S WHO AYBOHE	376.542	3.07
IwHjl9iGgiQ	https://www.youtube.com/watch?v=IwHjl9iGgiQ	IC	379.479	6.039
IwHjl9iGgiQ	https://www.youtube.com/watch?v=IwHjl9iGgiQ	WESEATUM	382.815	8.709
IwHjl9iGgiQ	https://www.youtube.com/watch?v=IwHjl9iGgiQ	CTBSTH	390.189	20.821
IwHjl9iGgiQ	https://www.youtube.com/watch?v=IwHjl9iGgiQ	K  , T,STTL,LOACATSA	408.574	7.074
IwHjl9iGgiQ	https://www.youtube.com/watch?v=IwHjl9iGgiQ	JRIFOOF	411.21	18.986
IwHjl9iGgiQ	https://www.youtube.com/watch?v=IwHjl9iGgiQ	AAR  ROHERDHINU	430.062	2.97
IwHjl9iGgiQ	https://www.youtube.com/watch?v=IwHjl9iGgiQ	WEUTL	431.13	5.439
IwHjl9iGgiQ	https://www.youtube.com/watch?v=IwHjl9iGgiQ	D ON TNG ING W	434.6	6.24
IwHjl9iGgiQ	https://www.youtube.com/watch?v=IwHjl9iGgiQ	SAC GTH	440.239	46.38
IwHjl9iGgiQ	https://www.youtube.com/watch?v=IwHjl9iGgiQ	IN TIL RI  WI STE COTHRL,R IWI	485.551	2.336
IwHjl9iGgiQ	https://www.youtube.com/watch?v=IwHjl9iGgiQ	IOWHDO	486.919	1.702
