video_id 	video_url 	text 	start 	duration 
8NjLE7zraLM	https://www.youtube.com/watch?v=8NjLE7zraLM	Friends, in this video for ithought advisory, I am going to talk to you on the topic	0.599	3.961
8NjLE7zraLM	https://www.youtube.com/watch?v=8NjLE7zraLM	'The Problem is NOT Fees'. Most people	4.56	5.34
8NjLE7zraLM	https://www.youtube.com/watch?v=8NjLE7zraLM	have developed a  mindset of worrying more about fees than about performance	9.9	9.24
8NjLE7zraLM	https://www.youtube.com/watch?v=8NjLE7zraLM	people believe that if there is performance then there is a	19.14	4.32
8NjLE7zraLM	https://www.youtube.com/watch?v=8NjLE7zraLM	justification to pay fees what happens because of this mindset is	23.46	7.68
8NjLE7zraLM	https://www.youtube.com/watch?v=8NjLE7zraLM	that when there is no performance	31.14	4.099
8NjLE7zraLM	https://www.youtube.com/watch?v=8NjLE7zraLM	investors develop a reluctance to invest because they are worried that investing	35.239	8.741
8NjLE7zraLM	https://www.youtube.com/watch?v=8NjLE7zraLM	when there is no performance would lead to more fees	43.98	4.98
8NjLE7zraLM	https://www.youtube.com/watch?v=8NjLE7zraLM	actually investing when performance is modest	48.96	4.56
8NjLE7zraLM	https://www.youtube.com/watch?v=8NjLE7zraLM	for whatever reasons leads to better returns and eventually	53.52	6.359
8NjLE7zraLM	https://www.youtube.com/watch?v=8NjLE7zraLM	provides a justification for paying fees	59.879	4.081
8NjLE7zraLM	https://www.youtube.com/watch?v=8NjLE7zraLM	there is no denying that there has to be accountability towards paying fees.	63.96	7.199
8NjLE7zraLM	https://www.youtube.com/watch?v=8NjLE7zraLM	But in an advisory equation accountability is a two-way traffic	71.159	7.5
8NjLE7zraLM	https://www.youtube.com/watch?v=8NjLE7zraLM	I am sure many people would not like what I am saying but I am saying this	78.659	5.161
8NjLE7zraLM	https://www.youtube.com/watch?v=8NjLE7zraLM	from my experience when an investor is not performing that	83.82	6.299
8NjLE7zraLM	https://www.youtube.com/watch?v=8NjLE7zraLM	well in his portfolio largely due to the overall market context	90.119	5.701
8NjLE7zraLM	https://www.youtube.com/watch?v=8NjLE7zraLM	he has to focus on what he needs to do in his portfolio bringing about	95.82	5.88
8NjLE7zraLM	https://www.youtube.com/watch?v=8NjLE7zraLM	investment actions should be as much his priority as it is	101.7	6.66
8NjLE7zraLM	https://www.youtube.com/watch?v=8NjLE7zraLM	the advisor's responsibility. But what I have seen is that with	108.36	4.799
8NjLE7zraLM	https://www.youtube.com/watch?v=8NjLE7zraLM	advisor tries to fulfill his responsibility and tells the investor	113.159	4.561
8NjLE7zraLM	https://www.youtube.com/watch?v=8NjLE7zraLM	evaluations are down let's put another five or ten percent or let's invest	117.72	3.84
8NjLE7zraLM	https://www.youtube.com/watch?v=8NjLE7zraLM	regularly into these parts of the market when the market goes up things will	121.56	3.96
8NjLE7zraLM	https://www.youtube.com/watch?v=8NjLE7zraLM	become all right the investor goes into inaction he goes into freeze mode	125.52	6.56
8NjLE7zraLM	https://www.youtube.com/watch?v=8NjLE7zraLM	and often he does not prioritize what he must do	132.08	7.06
8NjLE7zraLM	https://www.youtube.com/watch?v=8NjLE7zraLM	then the market eventually goes up, right and he has completely missed the window	139.14	4.92
8NjLE7zraLM	https://www.youtube.com/watch?v=8NjLE7zraLM	of opportunity and that further makes him	144.06	5.16
8NjLE7zraLM	https://www.youtube.com/watch?v=8NjLE7zraLM	all the more indifferent	149.22	3.06
8NjLE7zraLM	https://www.youtube.com/watch?v=8NjLE7zraLM	and upset that he has not participated. Now think about it if the investor	152.28	5.76
8NjLE7zraLM	https://www.youtube.com/watch?v=8NjLE7zraLM	advisor engagement understood that the advisor is doing his	158.04	5.82
8NjLE7zraLM	https://www.youtube.com/watch?v=8NjLE7zraLM	responsibility the investor did what is his priority the two would have come	163.86	3.659
8NjLE7zraLM	https://www.youtube.com/watch?v=8NjLE7zraLM	together to get what the investor wanted and to create an outcome which	167.519	5.281
8NjLE7zraLM	https://www.youtube.com/watch?v=8NjLE7zraLM	comfortably will justify fees. Clearly	172.8	4.62
8NjLE7zraLM	https://www.youtube.com/watch?v=8NjLE7zraLM	in multiple instances where an investor fails to get what he expects	177.42	6.72
8NjLE7zraLM	https://www.youtube.com/watch?v=8NjLE7zraLM	one sees that there is a clear	184.14	4.379
8NjLE7zraLM	https://www.youtube.com/watch?v=8NjLE7zraLM	gap or understanding which is lacking. This Gap	188.519	5.64
